,author,content
153,林***,"粉丝投稿：
最近有个事情有点儿困扰，想听听您和姐妹们的看法。
有个50岁的叔，说想在一起，一次20w，让订好房间，他拿现金。我没干过这种事儿，想着要不一咬牙一跺脚，跟有的男朋友还得倒贴。但是心理关实在过不去。一是担心被周围闺蜜知道（闺蜜们都认识）。二是担心最后粘着我，甩不掉，影响我工作（体制内）结婚。三是我实在受不了跟这种和爸爸差不多年龄的…。收起全文d"
154,林***,小狗，过来亲亲 ​​​​
155,林***,养一池子的鱼，收网时真的吃不过来，盼着有些鱼快点死 ​​​​
156,林***,为什么我来姨妈会痛三天，已经第三天了还是好痛，止痛药度日 ​​​​
157,林***,我真的一点就着，脾气太差了修身养性路漫漫，唉 ​​​​
158,林***,"同样是当护士，家里条件不一样，处境当然非常不同。
你当护士是为了挣钱，受气很正常
她当护士，只是她的父母不想让她闲在家里，也不指望她挣多少钱。条件好的人，在进单位前父母都打点完了，不存在受气这种事。

说实话，你天天盼着还房贷车贷过生活的那点工资，在她眼里就是个可有可无的零花钱。
人家要的只是个稳定的工作，打发时间罢了
而你要的是一个饭碗

体验生活和为了生活，是不一样的

by阿槽收起全文d"
159,林***,"女人对待男小三，简单来说就图一时的新鲜感。

对于那种索要无度，还一心想要上位的男生，女人心里跟明镜似的。这种基本上就是新鲜感一过，就分手的节奏。

但是对于那些温柔体贴，能把人哄到心里去的那种，上位的几率会很高，女人都喜欢这种无微不至 提供满满情绪价值的男生。

对待对自己没有什么的帮助的男人，都是玩玩而已。他们心里想的 嘴上说的 身体做的，很明显，都是揣着明白装糊涂。
谁不想左拥右抱呢收起全文d"
160,林***,求助各位网友：我是b站的一名主播，收到了未成年人退款。退款5万多。但我有和这位“未成年人”的聊天记录，他说他自己22岁。然后我去私信客服申诉，客服说他们已经证实了他是未成年人了。我想看他未成年的证据，但是客服不能给我看想问一下各位，这种情况可以起诉吗？怎么起诉呢？ ​​​​
161,林***,把主动权掌握在自己手里，用男人的方法对待男人 ​​​​
162,林***,其实拥有200万存款，可以算是人生赢家了。很多人努力一辈子也存不到的，别看很多人号称资产千万、身价过亿，那都是虚的，资产不等于现金，身价不等于存款。能拥有200万存款，已经超过99%的国人了对于工薪阶层的人而言，存200万的难度和中彩票200万的难度差不多的有钱的很多，没钱的更多。 ​​​​
163,林***,银行存款200万，你觉得能躺平了吗 ​​​​
164,林***,在情感里面，人都想着自己是被特殊对待的那一个。这也是为什么女生缺乏安全感，特别注重仪式感。被宠爱着的女人，浑身上下透露着自信与气质，人都是需要感情来滋养的 ​​​​
165,林***,"粉丝投稿提问：

🌟我是艺术生，今年大三，家庭条件不好
和一位家境很不错的男人谈了一年的恋爱，目前同居状态，家里有保姆出行有司机，他对我也很好，很喜欢目前的生活状态。
他一直觉得我家境不错，但我真实条件并不如他所想。
我应该怎样留住我的男朋友呢？

我想未婚先孕，但是也有很多问题⬇️
🌟
1：他会因为孩子跟我结婚吗？即便了解到我的家庭？
2：如果不跟我结婚，让我生下孩子我能有什么好处？我在他面前的人设是小白花，即便怀了孕我也不敢跟他谈条件
3：如果这个小孩没能让我得到好处，那么我以后将如何自处呢？我真不知该怎么办，我怕往后遇不到这么好的，或者某天我就从高处落下，那这样优渥的生活即刻烟消云散。
他平常对我没的说，每个月有零花钱喜欢的包包撒撒娇就可以买，我不知道怎么办

………………………………………………

怀孕来绑住一个男人是下下策
除非是真的走投无路了，不然你就是在赌博，赢了皆大欢喜，否则全盘皆输……收起全文d"
166,林***,刚刚来姨妈了，吃一只澜竟然不会痛耶 ​​​​
167,林***,​​​​
168,林***,朋友都是阶段性，有时候你觉得你俩很好，其实人家根本不这么认为 ​​​​
169,林***,38岁的体制内单身姐姐，没孩子无婚史朋友、同事给她介绍了几十个男人选来选去，条件最好的还是一个42岁的离异男。这男的没工作，在县里有套小房子，父母都是县城教师。这男的一看她照片，连连摇头姐姐气的半死，决定一辈子不结婚，就是很想要个孩子 ​​​​
170,林***,"很现实的是，你能带给有钱人什么呢？

你学历一般，家境普通，但足够漂亮。
和男人出去玩，别人都把目光聚集在你身上，给了他足够的虚荣心，也给足了面子，情绪价值提供够够的，男人会很喜欢

你长相中等，家境普通，但学历很不错。
那你所接触的平台就超越很多人，也能认识很多人，也更大几率得到一份不错的工作，而男人也会觉得你个人优秀而对你另眼相看

你长相中等，学历一般，家境良好。
你身边不缺富二代，都是同个消费层次的，身边不缺有钱的男人。且再不济，你的父母也会帮忙介绍，一般都是门当户对强强联手

你长相中等，学历一般，家境一般，没有一技之长……
实话实说，很难。就算把男人的微信推给你，你们也擦不出任何火花

不要怪我讲话不好听，这就是现实
也别想着：那我心灵美呀
醒醒，现在是2022年了收起全文d"
171,林***,很多人私信问我：怎么才能认识有钱的男生呢？看到这些问题我不想回复了我说过很多次，微博发过无数次的内容，也苦口婆心的讲过无数次可你总想走最快的捷径……你若盛开 清风自来 ​​​​
172,林***,强烈建议把恋爱脑纳入国家重大疾病医保范围 ​​​​
173,林***,到后期，你每接触一个男的，只要说几句话就能分辨他是人是鬼。这时候就是你占主导了，愿不愿意装傻是你的选择。很奇妙，很好玩
174,林***,夏天会来，可18岁的夏天不会再来了 ​​​​
175,林***,最近每天晚上都梦见不同的男人，而且都是很喜欢的那几位 ​​​​
176,林***,14岁开始学声乐后，老师教的腹式呼吸，然后到现在一直是这个呼吸法，所以腰特别细，没有小肚子。午睡的时候也用这个呼吸法，总是会被累醒汗流浃背 ​​​​
177,林***,其实你有很多机会的，只是你自己放弃了 ​​​​
178,林***,如果你能接受万家灯火没有一家为你，那你可以不结婚。可如果结婚的意义是从兰蔻变成大宝，从阿玛尼变成拼多多，从海底捞变成路边摊……那就一辈子別结了。如果嫁给一个人意味着要节衣缩食，勤俭持家，那宁愿一个人孤独的快乐着。 ​​​​
179,林***,家人不停的碎碎念  朋友又一个的结婚邀请  自我洗脑式的等待在妥协与叛逆之间徘徊 总觉得20多岁不该是这样的 ​​​​
180,林***,其实我初中的时候也买过施华洛世奇，黑色的天鹅，600来块钱，自己存钱买的，对我来说不算便宜，也不觉得难看。不过现在是绝对不会去戴它了看到非常漂亮的美女，脖子上戴着施华洛世奇，也会怀疑她的品味。怎么说呢？时代的眼泪，消费能力上升了，大家也都成长了吧 ​​​​
181,林***,你男朋友，如果给前女友花很多钱、买各种奢侈品，到你这里说感情不能用钱衡量没别的意思，他只是纯粹的看不起你而已 ​​​​
182,林***,粉丝投稿：目前我一本大学大三在读，家里条件一般。平时拍淘宝、电商口播攒了27万。现在有个大哥提出做他女朋友，一个月30w，我很心动。但之前没有过X经历，犹豫到底要不要答应，希望姐妹们能给点建议。（大哥素质挺高的，很有钱的那种，我答应的话会先给💰再发展）谢谢大家 ​​​​
183,林***,律师姐妹分享我的案例⬇️白白浪费了这几年时间，不仅要全部归还男方花的钱，还要把钱的利息也还回去图什么 ​​​​
184,林***,说真的，倒也不怕富二代不上进，问父母拿钱吃吃喝喝打游戏，不嫖不赌，其实这辈子能过得非常舒服了。最怕的就是富二代“太上进”，乱投资，多少家产都不够败的…… ​​​​
185,林***,狮子座挺奇怪的，无论对朋友还是爱人，只要我愿意，可以原谅一切，一切都不在乎，付出性人格。但是突然有一天因为一件事，就开始排斥了，觉得心里过不去了，就马上删除一切，真的就是马上 ​​​​
186,林***,"雪！我想问问你和广大评论区
想知道男生会喜欢哪种女生呢？
⬇️
身高同为160的话，是喜欢
体重88斤胸70F
体重130的胸80C

到底是喜欢瘦美女还是胸大美女呢？ ​​​​收起全文d"
187,林***,陷入沉思……你们觉得呢 ​​​​
188,林***,：所以你看见我的信息也不回是吗？：嗯，不知道回什么 ​​​​
189,林***,雪雪，我怀了大哥的孩子，他说让我生下来，他会养，并且给我一套房子一辆车，如果孩子生下来了，我之后会比较难嫁人吧？ ​​​​
190,林***,知道自己想要什么结婚对象太重要了太多人失去了才知道珍惜……找对象不能既要又要还要 ​​​​
191,林***,所以，英伦男也喜欢我，在圣诞节的时候送了我宝格丽的包，而老实男送了我首饰，我最后拒绝了包，选择了首饰//@FlyToYoung:所以，他们两个加上你，3人行了吗？姐妹
192,林***,有姐妹问：男方不上进，父母体制内，家里给买车买房，但是有个相差20岁的弟弟能不能要啊？ ​​​​
193,林***,现在网络环境对想婚想育的人真的蛮不友好的。突然间，好像期待一个美好的婚姻和可爱的孩子是一个“错”的事呢？选择是自由的，每种人生都应该被祝福，希望大家都过上自己想要的人生 ​​​​
194,林***,2500w的房子也算富二代？这……在微博上的确不算富二代，真大的口气哈哈 ​​​​
195,林***,男友没上进心，但家庭条件好，你会和他结婚吗？ ​​​​
196,林***,"一步错 步步错的典型例子

男方父母觉得家境悬殊，不同意他们在一起
不小心怀孕了，男方也没敢告诉家里人，让女孩打胎……
但真的去打胎了，以后也不可能会结婚了
……………………………………………………………………

最好的方法就是：
虽然男方父母不喜欢这个女孩，但是肚子里毕竟有个孙子啊
她怀孕了，男方的父母都不知道，那怎么敢肯定他父母不要这个孩子呢？
实在不行自己去问问呀，告诉男方父母，看男方父母的态度，如果他们也不要这个孩子的话，说明是真的不认可这个女孩，就算有孩子也不认可。
那就没办法了，和这个男人也可以早点拜拜

要打胎的话，也去要一笔钱，问他爸妈要，他爸妈应该也有头有脸，不会不给。拿了这笔打胎费和养身费，好好调理身体，然后在找新的男朋友

但是都打了孩子了，不可能结婚了，绝对不可能了，等过几年吧，过几年男的就会找个门当户对的女生结婚了
错过了最好的一次机会收起全文d"
